SectionID,BlockGroup,CourseSession,Date,SchoolDay,DayType,UnitID,UnitNumber,UnitTitle,LessonID,SortOrder,Type,LessonTitle,PlannedDays
"M8-P3","Odd","40","2026-10-19","50","Block Day - Odd Periods","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I11","11","Practice Day","8.3 Practice Day 1","1"
"M8-P3","Odd","41","2026-10-21","52","Short Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I12","12","Sub-Unit Quiz","8.3 Sub-Unit Quiz","1"
"M8-P3","Odd","42","2026-10-22","53","Full Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I13","13","Lesson","Landing Planes","1"
"M8-P3","Odd","43","2026-10-23","54","Full Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I14","14","Lesson","Coin Capture","1"
"M8-P3","Odd","44","2026-10-26","55","Block Day - Odd Periods","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I15","15","Lesson","Why Intercepts?","1"
"M8-P3","Odd","45","2026-10-28","57","Short Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I16","16","Lesson","Solutions","1"
"M8-P3","Odd","46","2026-10-29","58","Full Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I17","17","Lesson","Pennies and Quarters","1"
"M8-P3","Odd","47","2026-10-30","59","Full Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I18","18","Practice Day","8.3 Practice Day 2","1"
"M8-P3","Odd","48","2026-11-02","60","Block Day - Odd Periods","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I19","19","Performance Task","8.3 Performance Task","1"
"M8-P3","Odd","49","2026-11-04","62","Short Day","AMP-M8-U3","3","Proportional and Linear Relationships","AMP-M8-U3-I20","20","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
"M8-P3","Odd","50","2026-11-05","63","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I04","4","Lesson","Keep It Balanced","1"
"M8-P3","Odd","51","2026-11-06","64","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I05","5","Lesson","Balanced Moves","1"
"M8-P3","Odd","52","2026-11-09","65","Block Day - Odd Periods","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I06","6","Lesson","More Balanced Moves","1"
"M8-P3","Odd","53","2026-11-12","67","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I07","7","Lesson","Equation Roundtable","1"
"M8-P3","Odd","54","2026-11-13","68","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I08","8","Lesson","All, Some, or None? Part 1","1"
"M8-P3","Odd","55","2026-11-16","69","Block Day - Odd Periods","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I09","9","Lesson","Strategic Solving, Part 1","1"
"M8-P3","Odd","56","2026-11-18","71","Short Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I10","10","Lesson","When Will They Meet?","1"
"M8-P3","Odd","57","2026-11-19","72","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I11","11","Practice Day","8.4 Practice Day 1","1"
"M8-P3","Odd","58","2026-11-20","73","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I12","12","Sub-Unit Quiz","8.4 Sub-Unit Quiz","1"
"M8-P3","Odd","59","2026-11-30","74","Block Day - Odd Periods","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I13","13","Lesson","On or Off the Line?","1"
"M8-P3","Odd","60","2026-12-02","76","Short Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I14","14","Lesson","On Both Lines","1"
"M8-P3","Odd","61","2026-12-03","77","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I15","15","Lesson","Make Them Balance","1"
"M8-P3","Odd","62","2026-12-04","78","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I16","16","Lesson","Line Zapper","1"
"M8-P3","Odd","63","2026-12-07","79","Block Day - Odd Periods","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I17","17","Lesson","All, Some, or None? Part 2","1"
"M8-P3","Odd","64","2026-12-09","81","Short Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I18","18","Lesson","Strategic Solving, Part 2","1"
"M8-P3","Odd","65","2026-12-10","82","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I19","19","Practice Day","8.4 Practice Day 2","1"
"M8-P3","Odd","66","2026-12-11","83","Full Day","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I20","20","Performance Task","8.4 Performance Task","1"
"M8-P3","Odd","67","2026-12-14","84","Block Day - Odd Periods","AMP-M8-U4","4","Linear Equations and Linear Systems","AMP-M8-U4-I21","21","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
"M8-P3","Odd","68","2026-12-16","86","Short Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I04","4","Lesson","Guess My Rule","1"
"M8-P3","Odd","69","2026-12-17","87","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I05","5","Lesson","Function or Not?","1"
"M8-P3","Odd","70","2026-12-18","88","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I06","6","Lesson","Dependence Day","1"
"M8-P3","Odd","71","2027-01-04","89","Block Day - Odd Periods","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I07","7","Lesson","The Tortoise and the Hare","1"
"M8-P3","Odd","72","2027-01-06","91","Short Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I08","8","Lesson","Graphing Stories","1"
"M8-P3","Odd","73","2027-01-07","92","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I09","9","Lesson","Comparing Linear Functions","1"
"M8-P3","Odd","74","2027-01-08","93","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I10","10","Lesson","Charge!","1"
"M8-P3","Odd","75","2027-01-11","94","Block Day - Odd Periods","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I12","12","Practice Day","8.5 Practice Day 1","1"
"M8-P3","Odd","76","2027-01-13","96","Short Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I13","13","Sub-Unit Quiz","8.5 Sub-Unit Quiz","1"
"M8-P3","Odd","77","2027-01-14","97","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I14","14","Lesson","Volume Lab","1"
"M8-P3","Odd","78","2027-01-20","99","Short Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I15","15","Lesson","Cylinders","1"
"M8-P3","Odd","79","2027-01-21","100","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I16","16","Lesson","Scaling Cylinders","1"
"M8-P3","Odd","80","2027-01-22","101","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I17","17","Lesson","Cones","1"
"M8-P3","Odd","81","2027-01-25","102","Block Day - Odd Periods","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I18","18","Lesson","Unknown Dimensions","1"
"M8-P3","Odd","82","2027-01-27","104","Short Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I19","19","Lesson","Spheres","1"
"M8-P3","Odd","83","2027-01-28","105","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I20","20","Practice Day","8.5 Practice Day 2","1"
"M8-P3","Odd","84","2027-01-29","106","Full Day","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I21","21","Performance Task","8.5 Performance Task","1"
"M8-P3","Odd","85","2027-02-01","107","Block Day - Odd Periods","AMP-M8-U5","5","Functions and Volume","AMP-M8-U5-I22","22","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
"M8-P3","Odd","86","2027-02-03","109","Short Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I02","2","Explore","Changes in the Ozone Layer","1"
"M8-P3","Odd","87","2027-02-04","110","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I03","3","Lesson","Click Battle","1"
"M8-P3","Odd","88","2027-02-05","111","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I04","4","Lesson","Wingspan","1"
"M8-P3","Odd","89","2027-02-08","112","Block Day - Odd Periods","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I05","5","Lesson","Robots","1"
"M8-P3","Odd","90","2027-02-10","114","Short Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I06","6","Lesson","Dapper Cats","1"
"M8-P3","Odd","91","2027-02-11","115","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I07","7","Lesson","Interpreting Scatter Plots","1"
"M8-P3","Odd","92","2027-02-17","117","Short Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I08","8","Lesson","Find the Fit","1"
"M8-P3","Odd","93","2027-02-18","118","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I09","9","Lesson","Interpreting Slopes","1"
"M8-P3","Odd","94","2027-02-19","119","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I10","10","Lesson","Scatter Plot City","1"
"M8-P3","Odd","95","2027-02-22","120","Block Day - Odd Periods","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I11","11","Lesson","Animal Brains","1"
"M8-P3","Odd","96","2027-02-24","122","Short Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I12","12","Practice Day","8.6 Practice Day 1","1"
"M8-P3","Odd","97","2027-02-25","123","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I13","13","Sub-Unit Quiz","8.6 Sub-Unit Quiz","1"
"M8-P3","Odd","98","2027-02-26","124","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I14","14","Lesson","Tasty Fruit","1"
"M8-P3","Odd","99","2027-03-01","125","Block Day - Odd Periods","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I15","15","Lesson","Finding Associations","1"
"M8-P3","Odd","100","2027-03-03","127","Short Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I16","16","Practice Day","8.6 Practice Day 2","1"
"M8-P3","Odd","101","2027-03-04","128","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I17","17","Performance Task","8.6 Performance Task","1"
"M8-P3","Odd","102","2027-03-05","129","Full Day","AMP-M8-U6","6","Associations in Data","AMP-M8-U6-I18","18","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
"M8-P3","Odd","103","2027-03-08","130","Block Day - Odd Periods","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I03","3","Lesson","Circles","1"
"M8-P3","Odd","104","2027-03-10","132","Short Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I04","4","Lesson","Combining Exponents","1"
"M8-P3","Odd","105","2027-03-11","133","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I05","5","Lesson","Power Pairs","1"
"M8-P3","Odd","106","2027-03-17","135","Short Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I06","6","Lesson","Rewriting Powers","1"
"M8-P3","Odd","107","2027-03-18","136","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I07","7","Lesson","Negative and Zero Exponents","1"
"M8-P3","Odd","108","2027-03-19","137","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I08","8","Lesson","Write a Rule","1"
"M8-P3","Odd","109","2027-03-22","138","Block Day - Odd Periods","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I09","9","Practice Day","8.7 Practice Day 1","1"
"M8-P3","Odd","110","2027-03-24","140","Short Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I10","10","Sub-Unit Quiz","8.7 Sub-Unit Quiz","1"
"M8-P3","Odd","111","2027-03-25","141","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I11","11","Lesson","Scales and Weights, Part 1","1"
"M8-P3","Odd","112","2027-03-26","142","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I12","12","Lesson","Scales and Weights, Part 2","1"
"M8-P3","Odd","113","2027-03-29","143","Block Day - Odd Periods","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I13","13","Lesson","Specific and Scientific","1"
"M8-P3","Odd","114","2027-03-31","145","Short Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I14","14","Lesson","Multiplying and Dividing","1"
"M8-P3","Odd","115","2027-04-01","146","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I15","15","Lesson","Balance the Scale","1"
"M8-P3","Odd","116","2027-04-02","147","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I17","17","Lesson","City Lights","1"
"M8-P3","Odd","117","2027-04-14","149","Short Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I18","18","Lesson","Star Power","1"
"M8-P3","Odd","118","2027-04-15","150","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I19","19","Practice Day","8.7 Practice Day 2","1"
"M8-P3","Odd","119","2027-04-16","151","Full Day","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I20","20","Performance Task","8.7 Performance Task","1"
"M8-P3","Odd","120","2027-04-19","152","Block Day - Odd Periods","AMP-M8-U7","7","Exponents and Scientific Notation","AMP-M8-U7-I21","21","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
"M8-P3","Odd","121","2027-04-21","154","Short Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I03","3","Lesson","Tilted Squares","1"
"M8-P3","Odd","122","2027-04-22","155","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I04","4","Lesson","From Squares to Roots","1"
"M8-P3","Odd","123","2027-04-23","156","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I05","5","Lesson","Between Squares","1"
"M8-P3","Odd","124","2027-04-26","157","Block Day - Odd Periods","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I06","6","Lesson","Root Down","1"
"M8-P3","Odd","125","2027-04-28","159","Short Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I07","7","Lesson","Filling Cubes","1"
"M8-P3","Odd","126","2027-04-29","160","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I08","8","Practice Day","8.8 Practice Day 1","1"
"M8-P3","Odd","127","2027-04-30","161","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I09","9","Sub-Unit Quiz","8.8 Sub-Unit Quiz","1"
"M8-P3","Odd","128","2027-05-03","162","Block Day - Odd Periods","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I10","10","Lesson","The Pythagorean Theorem","1"
"M8-P3","Odd","129","2027-05-05","164","Short Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I11","11","Lesson","Pictures to Prove It","1"
"M8-P3","Odd","130","2027-05-06","165","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I12","12","Lesson","Triangle-Tracing Turtle","1"
"M8-P3","Odd","131","2027-05-07","166","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I13","13","Lesson","Make It Right","1"
"M8-P3","Odd","132","2027-05-10","167","Block Day - Odd Periods","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I14","14","Lesson","Taco Truck","1"
"M8-P3","Odd","133","2027-05-12","169","Short Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I15","15","Lesson","Pond Hopper","1"
"M8-P3","Odd","134","2027-05-13","170","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I16","16","Lesson","Fractions to Decimals","1"
"M8-P3","Odd","135","2027-05-14","171","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I17","17","Lesson","Decimals to Fractions","1"
"M8-P3","Odd","136","2027-05-17","172","Block Day - Odd Periods","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I18","18","Lesson","Hit the Target","1"
"M8-P3","Odd","137","2027-05-19","174","Short Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I19","19","Practice Day","8.8 Practice Day 2","1"
"M8-P3","Odd","138","2027-05-20","175","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I20","20","Performance Task","8.8 Performance Task","1"
"M8-P3","Odd","139","2027-05-21","176","Full Day","AMP-M8-U8","8","The Pythagorean Theorem and Irrational Numbers","AMP-M8-U8-I21","21","Unit Synthesis and Reflection","Unit Synthesis and Reflection","1"
